Episode,Task_ID,state,R_req,raw_logits,masked_logits,probabilities,greedy_action,sampled_action,executed_action,sampling_mode
1,11,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6244187355041504, 0.5229928493499756, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.07807666808366776, 0.7777777910232544, 1.0]",0.9999,"[-2.6338353157043457, -2.5673675537109375, -2.31451416015625, -2.3237504959106445, -2.130340099334717, -1.9799479246139526, -2.0415306091308594, -1.844774842262268, -1.062632441520691, -1.802571415901184, -0.9919049739837646, -0.8783015012741089, -1.0050209760665894, -0.9043053388595581, -1.2506933212280273, -0.7679694294929504, -0.5624468326568604, -0.6901687383651733, -0.09212943911552429, 0.7666000723838806, 1.1810301542282104, 0.6537821292877197, 0.5205509662628174, 0.681717038154602, 0.5226985216140747, 1.8925141096115112, 1.843897819519043, 2.0887441635131836]","[-2.6338353157043457, -2.5673675537109375, -2.31451416015625, -2.3237504959106445, -2.130340099334717, -1.9799479246139526, -2.0415306091308594, -1.844774842262268, -1.062632441520691, -1.802571415901184, -0.9919049739837646, -0.8783015012741089, -1.0050209760665894, -0.9043053388595581, -1.2506933212280273, -0.7679694294929504, -0.5624468326568604, -0.6901687383651733, -0.09212943911552429, 0.7666000723838806, 1.1810301542282104, 0.6537821292877197, 0.5205509662628174, 0.681717038154602, 0.5226985216140747, 1.8925141096115112, 1.843897819519043, 2.0887441635131836]","[0.001822265679948032, 0.001947503536939621, 0.002507789758965373, 0.002484733471646905, 0.0030149274971336126, 0.003504219464957714, 0.003294931259006262, 0.004011403303593397, 0.008769531734287739, 0.004184321500360966, 0.00941223930567503, 0.010544603690505028, 0.009289593435823917, 0.010273938067257404, 0.00726612051948905, 0.011774621903896332, 0.014461197890341282, 0.012727271765470505, 0.023145176470279694, 0.054626334458589554, 0.08267737925052643, 0.04879842326045036, 0.042711444199085236, 0.0501808226108551, 0.04280326887965202, 0.16841480135917664, 0.1604229360818863, 0.20492827892303467]",27,,27,greedy_no_sampling
1,12,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6989391446113586, 0.5739458203315735, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.7258930802345276, 0.4000000059604645, 0.6666666865348816]",0.999,"[-2.295231819152832, -2.2188706398010254, -1.9287859201431274, -1.9488986730575562, -1.734985113143921, -1.575152039527893, -1.6551564931869507, -1.4199086427688599, -0.574211597442627, -1.367972731590271, -0.5095294117927551, -0.3994820713996887, -0.5354337692260742, -0.40818506479263306, -0.7786304950714111, -0.26992785930633545, -0.07747110724449158, -0.20927861332893372, 0.4228092432022095, 1.27785325050354, 1.6436508893966675, 1.1498571634292603, 1.037118673324585, 1.1471377611160278, 1.0192875862121582, 2.3000125885009766, 2.273212432861328, 2.4983887672424316]","[-2.295231819152832, -2.2188706398010254, -1.9287859201431274, -1.9488986730575562, -1.734985113143921, -1.575152039527893, -1.6551564931869507, -1.4199086427688599, -0.574211597442627, -1.367972731590271, -0.5095294117927551, -0.3994820713996887, -0.5354337692260742, -0.40818506479263306, -0.7786304950714111, -0.26992785930633545, -0.07747110724449158, -0.20927861332893372, 0.4228092432022095, 1.27785325050354, 1.6436508893966675, 1.1498571634292603, 1.037118673324585, 1.1471377611160278, 1.0192875862121582, 2.3000125885009766, 2.273212432861328, 2.4983887672424316]","[0.0016340813599526882, 0.001763749634847045, 0.002357323421165347, 0.0023103842977434397, 0.0028614478651434183, 0.0033573792316019535, 0.003099237335845828, 0.00392122520133853, 0.009134888648986816, 0.00413025775924325, 0.009745282121002674, 0.01087895967066288, 0.00949607789516449, 0.010784691199660301, 0.0074460385367274284, 0.012383745051920414, 0.01501187589019537, 0.01315805409103632, 0.02475733496248722, 0.05821632966399193, 0.08392835408449173, 0.05122203379869461, 0.04576095938682556, 0.051082927733659744, 0.04495222494006157, 0.16179421544075012, 0.15751568973064423, 0.19729526340961456]",27,,27,greedy_no_sampling
1,13,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6968762874603271, 0.6587112545967102, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.3625127971172333, 0.20000000298023224, 0.6666666865348816]",0.999,"[-2.340953826904297, -2.2659735679626465, -1.9801362752914429, -1.99698007106781, -1.785422921180725, -1.6281142234802246, -1.7270432710647583, -1.4729084968566895, -0.6299147605895996, -1.423578143119812, -0.5642994046211243, -0.45840275287628174, -0.6213721036911011, -0.4655514359474182, -0.8356145024299622, -0.32668337225914, -0.13627400994300842, -0.2954131066799164, 0.36623719334602356, 1.2283858060836792, 1.5968166589736938, 1.0620794296264648, 0.9829302430152893, 1.0946600437164307, 0.9304503798484802, 2.260939121246338, 2.198892116546631, 2.466470718383789]","[-2.340953826904297, -2.2659735679626465, -1.9801362752914429, -1.99698007106781, -1.785422921180725, -1.6281142234802246, -1.7270432710647583, -1.4729084968566895, -0.6299147605895996, -1.423578143119812, -0.5642994046211243, -0.45840275287628174, -0.6213721036911011, -0.4655514359474182, -0.8356145024299622, -0.32668337225914, -0.13627400994300842, -0.2954131066799164, 0.36623719334602356, 1.2283858060836792, 1.5968166589736938, 1.0620794296264648, 0.9829302430152893, 1.0946600437164307, 0.9304503798484802, 2.260939121246338, 2.198892116546631, 2.466470718383789]","[0.001647088909521699, 0.0017753358697518706, 0.0023627514019608498, 0.002323287073522806, 0.002870655618607998, 0.0033596910070627928, 0.003043231787160039, 0.003923777025192976, 0.00911615788936615, 0.004122191574424505, 0.00973437912762165, 0.010821777395904064, 0.009194367565214634, 0.010744691826403141, 0.007421259768307209, 0.01234535500407219, 0.014934726990759373, 0.012737496756017208, 0.02468511275947094, 0.05846036970615387, 0.08450239151716232, 0.04950346425175667, 0.04573635011911392, 0.05114287883043289, 0.043398015201091766, 0.16416998207569122, 0.15429329872131348, 0.20162992179393768]",27,,27,greedy_no_sampling
1,14,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7004562616348267, 0.6610231399536133, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.07092101871967316, 0.24444444477558136, 0.0]",0.9,"[-2.190530776977539, -2.1203465461730957, -1.8148506879806519, -1.8518309593200684, -1.6221157312393188, -1.4659773111343384, -1.5793274641036987, -1.3113718032836914, -0.4584166407585144, -1.2579909563064575, -0.38991981744766235, -0.300138920545578, -0.46376490592956543, -0.30261915922164917, -0.6744976043701172, -0.1584286093711853, 0.013060256838798523, -0.1421639621257782, 0.5122801661491394, 1.371071219444275, 1.7187058925628662, 1.19306480884552, 1.1258885860443115, 1.212801456451416, 1.0684837102890015, 2.3508543968200684, 2.307003974914551, 2.564383029937744]","[-2.190530776977539, -2.1203465461730957, -1.8148506879806519, -1.8518309593200684, -1.6221157312393188, -1.4659773111343384, -1.5793274641036987, -1.3113718032836914, -0.4584166407585144, -1.2579909563064575, -0.38991981744766235, -0.300138920545578, -0.46376490592956543, -0.30261915922164917, -0.6744976043701172, -0.1584286093711853, 0.013060256838798523, -0.1421639621257782, 0.5122801661491394, 1.371071219444275, 1.7187058925628662, 1.19306480884552, 1.1258885860443115, 1.212801456451416, 1.0684837102890015, 2.3508543968200684, 2.307003974914551, 2.564383029937744]","[0.0017006676644086838, 0.0018243159865960479, 0.002476140158250928, 0.0023862444795668125, 0.003002472687512636, 0.003509854432195425, 0.0031337302643805742, 0.004096692427992821, 0.009613179601728916, 0.004321319982409477, 0.010294727981090546, 0.011261758394539356, 0.009561903774738312, 0.01123386062681675, 0.0077450512908399105, 0.012976279482245445, 0.015403766185045242, 0.013189060613512993, 0.025376714766025543, 0.059896793216466904, 0.08479677885770798, 0.05012984201312065, 0.046872928738594055, 0.051129069179296494, 0.04425796866416931, 0.1595577746629715, 0.15271228551864624, 0.19753874838352203]",27,,27,greedy_no_sampling
1,15,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6917704343795776, 0.6471114158630371, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.015983939170837402, 0.04444444552063942, 0.6666666865348816]",0.999,"[-2.3778748512268066, -2.3050384521484375, -2.0254244804382324, -2.0399723052978516, -1.8317339420318604, -1.676761269569397, -1.7693673372268677, -1.5218452215194702, -0.6878826022148132, -1.4762377738952637, -0.6222371459007263, -0.5188328623771667, -0.6778314709663391, -0.5263108611106873, -0.8939965963363647, -0.38840794563293457, -0.1986759603023529, -0.3531968593597412, 0.30027320981025696, 1.1634823083877563, 1.5360544919967651, 0.9984725117683411, 0.9145218133926392, 1.0314276218414307, 0.8662267923355103, 2.2055416107177734, 2.14127254486084, 2.410964012145996]","[-2.3778748512268066, -2.3050384521484375, -2.0254244804382324, -2.0399723052978516, -1.8317339420318604, -1.676761269569397, -1.7693673372268677, -1.5218452215194702, -0.6878826022148132, -1.4762377738952637, -0.6222371459007263, -0.5188328623771667, -0.6778314709663391, -0.5263108611106873, -0.8939965963363647, -0.38840794563293457, -0.1986759603023529, -0.3531968593597412, 0.30027320981025696, 1.1634823083877563, 1.5360544919967651, 0.9984725117683411, 0.9145218133926392, 1.0314276218414307, 0.8662267923355103, 2.2055416107177734, 2.14127254486084, 2.410964012145996]","[0.001683817245066166, 0.0018110373057425022, 0.0023953125346451998, 0.0023607180919498205, 0.0029072407633066177, 0.0033945697359740734, 0.0030943285673856735, 0.003963362891227007, 0.009125343523919582, 0.004148307256400585, 0.00974448025226593, 0.010806039907038212, 0.009217526763677597, 0.010725533589720726, 0.007425658870488405, 0.012311456725001335, 0.014883635565638542, 0.01275267917662859, 0.024513190612196922, 0.058114808052778244, 0.08435150980949402, 0.04927469417452812, 0.04530692845582962, 0.0509256049990654, 0.043170828372240067, 0.1647583395242691, 0.15450257062911987, 0.20233044028282166]",27,,27,greedy_no_sampling
1,16,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03504618629813194, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.15503337979316711, 0.04444444552063942, 0.3333333432674408]",0.99,"[-2.238417148590088, -2.1648402214050293, -1.8662999868392944, -1.8924940824508667, -1.6712263822555542, -1.3254852294921875, -1.4265434741973877, -1.3547612428665161, -0.4989713430404663, -1.3039628267288208, -0.43377017974853516, -0.11040875315666199, -0.27894115447998047, -0.33826732635498047, -0.7131860852241516, -0.19764381647109985, 0.21556781232357025, 0.0551973432302475, 0.48777955770492554, 1.3492494821548462, 1.935109257698059, 1.4119151830673218, 1.102560043334961, 1.4487448930740356, 1.2886027097702026, 2.5781922340393066, 2.5162129402160645, 2.70015811920166]","[-2.238417148590088, -2.1648402214050293, -1.8662999868392944, -1.8924940824508667, -1.6712263822555542, -1.3254852294921875, -1.4265434741973877, -1.3547612428665161, -0.4989713430404663, -1.3039628267288208, -0.43377017974853516, -0.11040875315666199, -0.27894115447998047, -0.33826732635498047, -0.7131860852241516, -0.19764381647109985, 0.21556781232357025, 0.0551973432302475, 0.48777955770492554, 1.3492494821548462, 1.935109257698059, 1.4119151830673218, 1.102560043334961, 1.4487448930740356, 1.2886027097702026, 2.5781922340393066, 2.5162129402160645, 2.70015811920166]","[0.0013879298930987716, 0.0014939000830054283, 0.0020136123057454824, 0.0019615525379776955, 0.0024473455268889666, 0.0034581897780299187, 0.0031257905066013336, 0.0033584157936275005, 0.00790313072502613, 0.0035334250424057245, 0.008435594849288464, 0.011656006798148155, 0.009848206304013729, 0.009280942380428314, 0.006379211321473122, 0.010682284832000732, 0.01614803448319435, 0.013755347579717636, 0.021200189366936684, 0.05017314478754997, 0.09013780951499939, 0.053417883813381195, 0.03920445963740349, 0.05542192608118057, 0.04722073674201965, 0.1714724600315094, 0.16116736829280853, 0.19371511042118073]",27,,27,greedy_no_sampling
1,17,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.6673319935798645, 0.20000000298023224, 0.3333333432674408]",0.99,"[-2.144218921661377, -2.0666136741638184, -1.7598257064819336, -1.7887176275253296, -1.5627058744430542, -1.196609377861023, -1.3185662031173706, -1.2416077852249146, -0.3769017457962036, -1.186096429824829, -0.3114556670188904, 0.02750156819820404, -0.15519914031028748, -0.21382707357406616, -0.5888550281524658, -0.0711546242237091, 0.3565029501914978, 0.17899680137634277, 0.6117681264877319, 1.4639530181884766, 2.0461106300354004, 1.5312894582748413, 1.2241599559783936, 1.5776655673980713, 1.4099552631378174, 2.675128936767578, 2.607461929321289, 2.800173282623291]","[-2.144218921661377, -2.0666136741638184, -1.7598257064819336, -1.7887176275253296, -1.5627058744430542, -1.196609377861023, -1.3185662031173706, -1.2416077852249146, -0.3769017457962036, -1.186096429824829, -0.3114556670188904, 0.02750156819820404, -0.15519914031028748, -0.21382707357406616, -0.5888550281524658, -0.0711546242237091, 0.3565029501914978, 0.17899680137634277, 0.6117681264877319, 1.4639530181884766, 2.0461106300354004, 1.5312894582748413, 1.2241599559783936, 1.5776655673980713, 1.4099552631378174, 2.675128936767578, 2.607461929321289, 2.800173282623291]","[0.0013691200874745846, 0.0014796025352552533, 0.002010857919231057, 0.0019535913597792387, 0.002449003281071782, 0.003531693946570158, 0.003126207971945405, 0.0033762964885681868, 0.008016368374228477, 0.003569018794223666, 0.008558554574847221, 0.01201179064810276, 0.010006031952798367, 0.009436262771487236, 0.0064852614887058735, 0.0108833322301507, 0.016691341996192932, 0.01397659257054329, 0.021545249968767166, 0.05051852762699127, 0.09042292088270187, 0.05403740704059601, 0.03974750638008118, 0.05660247430205345, 0.047862980514764786, 0.16961243748664856, 0.15851497650146484, 0.19220459461212158]",27,,27,greedy_no_sampling
1,18,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03563200309872627, 0.0632646456360817, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.910475492477417, 0.7111111283302307, 0.0]",0.9,"[-2.070655345916748, -1.997322678565979, -1.683396339416504, -1.727708101272583, -1.4894050359725952, -1.131922960281372, -1.2672914266586304, -1.1795188188552856, -0.32803410291671753, -1.1190155744552612, -0.25548315048217773, 0.07104386389255524, -0.11613014340400696, -0.17101752758026123, -0.5377929210662842, -0.021786600351333618, 0.38526999950408936, 0.20918065309524536, 0.6341201066970825, 1.4748075008392334, 2.0376884937286377, 1.5313671827316284, 1.2397050857543945, 1.569189190864563, 1.4117316007614136, 2.645961284637451, 2.5856266021728516, 2.7715096473693848]","[-2.070655345916748, -1.997322678565979, -1.683396339416504, -1.727708101272583, -1.4894050359725952, -1.131922960281372, -1.2672914266586304, -1.1795188188552856, -0.32803410291671753, -1.1190155744552612, -0.25548315048217773, 0.07104386389255524, -0.11613014340400696, -0.17101752758026123, -0.5377929210662842, -0.021786600351333618, 0.38526999950408936, 0.20918065309524536, 0.6341201066970825, 1.4748075008392334, 2.0376884937286377, 1.5313671827316284, 1.2397050857543945, 1.569189190864563, 1.4117316007614136, 2.645961284637451, 2.5856266021728516, 2.7715096473693848]","[0.001484959153458476, 0.001597947790287435, 0.0021872527431696653, 0.0020924473647028208, 0.0026555119547992945, 0.003796652192249894, 0.0033159733284264803, 0.003620180767029524, 0.008482527919113636, 0.0038459745701402426, 0.0091208191588521, 0.012642784975469112, 0.01048465259373188, 0.009924683719873428, 0.006877461913973093, 0.01152197364717722, 0.01731049083173275, 0.01451558992266655, 0.02220156230032444, 0.051462333649396896, 0.09035363048315048, 0.0544569157063961, 0.04068045690655708, 0.05655603110790253, 0.048316553235054016, 0.16600267589092255, 0.15628312528133392, 0.18820886313915253]",27,,27,greedy_no_sampling
1,19,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023882560431957245, 0.05218275636434555, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.7452988624572754, 0.8888888955116272, 0.0]",0.9,"[-2.158461570739746, -2.0886359214782715, -1.7794474363327026, -1.8249245882034302, -1.5876387357711792, -1.2315417528152466, -1.3627394437789917, -1.2872562408447266, -0.4464613199234009, -1.2267570495605469, -0.3714192509651184, -0.04193088412284851, -0.22668758034706116, -0.2907034456729889, -0.6550832986831665, -0.14126628637313843, 0.27003246545791626, 0.09572843462228775, 0.5134207010269165, 1.3586355447769165, 1.9351669549942017, 1.4209718704223633, 1.121032953262329, 1.4606657028198242, 1.2992280721664429, 2.554990291595459, 2.493607997894287, 2.680455207824707]","[-2.158461570739746, -2.0886359214782715, -1.7794474363327026, -1.8249245882034302, -1.5876387357711792, -1.2315417528152466, -1.3627394437789917, -1.2872562408447266, -0.4464613199234009, -1.2267570495605469, -0.3714192509651184, -0.04193088412284851, -0.22668758034706116, -0.2907034456729889, -0.6550832986831665, -0.14126628637313843, 0.27003246545791626, 0.09572843462228775, 0.5134207010269165, 1.3586355447769165, 1.9351669549942017, 1.4209718704223633, 1.121032953262329, 1.4606657028198242, 1.2992280721664429, 2.554990291595459, 2.493607997894287, 2.680455207824707]","[0.0015046909684315324, 0.0016135121695697308, 0.0021981182508170605, 0.0021003936417400837, 0.002662885468453169, 0.0038019251078367233, 0.0033344561234116554, 0.0035958951339125633, 0.008336037397384644, 0.0038201594725251198, 0.008985660038888454, 0.012492372654378414, 0.010384989902377129, 0.009741018526256084, 0.006766378413885832, 0.011311081238090992, 0.01706588827073574, 0.014336052350699902, 0.02176862582564354, 0.050687771290540695, 0.09021684527397156, 0.05394802615046501, 0.03996812179684639, 0.056132495403289795, 0.04776424169540405, 0.16767698526382446, 0.15769411623477936, 0.19009128212928772]",27,,27,greedy_no_sampling
1,20,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.528240978717804, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.3946097791194916, 0.31111112236976624, 1.0]",0.9999,"[-2.4605321884155273, -2.3850960731506348, -2.1190237998962402, -2.123778820037842, -1.926557183265686, -1.734129548072815, -1.6856067180633545, -1.619909644126892, -0.8021611571311951, -1.575099229812622, -0.7364309430122375, -0.576431393623352, -0.5810638070106506, -0.6364421844482422, -0.9955641031265259, -0.5004464983940125, -0.24986550211906433, -0.2485314905643463, 0.19328883290290833, 1.0509295463562012, 1.4917868375778198, 1.1184390783309937, 0.8079664707183838, 1.0001870393753052, 0.9927270412445068, 2.180881977081299, 2.262850284576416, 2.315861225128174]","[-2.4605321884155273, -2.3850960731506348, -2.1190237998962402, -2.123778820037842, -1.926557183265686, -1.734129548072815, -1.6856067180633545, -1.619909644126892, -0.8021611571311951, -1.575099229812622, -0.7364309430122375, -0.576431393623352, -0.5810638070106506, -0.6364421844482422, -0.9955641031265259, -0.5004464983940125, -0.24986550211906433, -0.2485314905643463, 0.19328883290290833, 1.0509295463562012, 1.4917868375778198, 1.1184390783309937, 0.8079664707183838, 1.0001870393753052, 0.9927270412445068, 2.180881977081299, 2.262850284576416, 2.315861225128174]","[0.0015731480671092868, 0.0016964110545814037, 0.0022135269828140736, 0.0022030265536159277, 0.002683317521587014, 0.0032526873983442783, 0.003414409002289176, 0.0036462571006268263, 0.008260208182036877, 0.0038133638445287943, 0.008821395225822926, 0.01035199873149395, 0.010304154828190804, 0.009749040007591248, 0.0068076495081186295, 0.011169249191880226, 0.014349935576319695, 0.014369089156389236, 0.022351641207933426, 0.052696049213409424, 0.08189171552658081, 0.05637636408209801, 0.04132953658699989, 0.050088826566934586, 0.049716558307409286, 0.16312110424041748, 0.17705513536930084, 0.18669423460960388]",27,,27,greedy_no_sampling
